;nKEAOperatingState;nInterruptedStep;tDurationSprayCleaning;tDurationDripping;tDurationSuction;tDurationBlowing;fInterruptionCountdown;p_heat;p_int;p_clean;p_dry;durationDrying;temp_tank;tankTemperatureMin;tankTemperatureMax;c_pfluid;V_tank;rho_fluid;n_wp;m_wp;t_environment;durationCleaning;durationStart;n_start
73;3;2;600.0;10.0;10.0;10.0;162.72500610351562;10000.0;200.0;3430.0;9350.0;9.0;61.65333557128906;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;16;2
74;3;2;600.0;10.0;10.0;10.0;152.72500610351562;10000.0;200.0;3430.0;9350.0;9.0;61.709999084472656;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.189998626708984;63.0;15;2
75;3;2;600.0;10.0;10.0;10.0;142.72500610351562;10000.0;200.0;3430.0;9350.0;9.0;61.66666793823242;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;14;2
76;3;2;600.0;10.0;10.0;10.0;132.72500610351562;10000.0;200.0;3430.0;9350.0;9.0;61.68000030517578;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.15999984741211;63.0;13;2
77;3;2;600.0;10.0;10.0;10.0;122.71499633789062;10000.0;200.0;3430.0;9350.0;9.0;61.72999572753906;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;12;2
78;3;2;600.0;10.0;10.0;10.0;112.7249984741211;10000.0;200.0;3430.0;9350.0;9.0;61.68666458129883;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;11;2
79;3;2;600.0;10.0;10.0;10.0;102.7249984741211;10000.0;200.0;3430.0;9350.0;9.0;61.70333480834961;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;10;2
80;3;2;600.0;10.0;10.0;10.0;92.7249984741211;10000.0;200.0;3430.0;9350.0;9.0;61.6966667175293;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;9;2
81;3;2;600.0;10.0;10.0;10.0;82.7249984741211;10000.0;200.0;3430.0;9350.0;9.0;61.663333892822266;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.15999984741211;63.0;8;2
82;3;2;600.0;10.0;10.0;10.0;72.7249984741211;10000.0;200.0;3430.0;9350.0;9.0;61.6966667175293;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;7;2
83;3;2;600.0;10.0;10.0;10.0;62.724998474121094;10000.0;200.0;3430.0;9350.0;9.0;61.73999786376953;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;6;2
84;3;2;600.0;10.0;10.0;10.0;52.724998474121094;10000.0;200.0;3430.0;9350.0;9.0;61.66666793823242;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;5;2
85;3;2;600.0;10.0;10.0;10.0;42.72999954223633;10000.0;200.0;3430.0;9350.0;9.0;61.599998474121094;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.15999984741211;63.0;4;2
86;3;2;600.0;10.0;10.0;10.0;32.724998474121094;10000.0;200.0;3430.0;9350.0;9.0;61.586666107177734;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.15999984741211;63.0;3;2
87;4;2;600.0;10.0;10.0;10.0;22.729999542236328;10000.0;200.0;3430.0;9350.0;9.0;61.67667007446289;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;2;2
88;5;2;600.0;10.0;10.0;10.0;12.729999542236328;10000.0;200.0;3430.0;9350.0;9.0;61.519996643066406;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;1;2
89;6;2;600.0;10.0;10.0;10.0;2.744999885559082;10000.0;200.0;3430.0;9350.0;9.0;61.513336181640625;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;2
90;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.37666702270508;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.15999984741211;63.0;0;3
91;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.349998474121094;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;3
92;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.393333435058594;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;3
93;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.48666763305664;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;3
94;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.43666458129883;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.189998626708984;63.0;0;3
95;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.51000213623047;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.189998626708984;63.0;0;3
